product_id,productname,supplier_id,price,quantityonhand,markuppercentage,reorderlevel
84863,Classic Street7472,1024965,2107246,126430,309773,61387
18135,Street King4012,1014870,1602965,63663,281375,67294
81100,Cruiser Deluxe9808,1019897,1502735,97609,291881,49731
77380,Airborne X2573,1017972,1605450,57958,226580,56948
17105,Classic Street4364,1029984,2205198,71176,228189,42858
129958,Urban Cruiser9483,1017955,3008670,26759,222632,83856
61003,Thunderbolt7413,1015391,2005081,73016,279904,85337
92954,Downhill Racer2372,1046322,1606270,26331,256489,66150
85498,Rampage Pro1740,1045292,1505627,82692,272022,45349
15217,Urban Cruiser6164,1011796,2208795,123105,278598,52137
45427,Speed Demon5315,1021364,2803718,101105,304036,72166
17065,Speed Demon1932,1026880,2707102,24796,275050,57551
88730,Urban Cruiser5793,1018716,2303598,65686,325360,57402
61357,Speed Demon2667,1028624,1908180,123697,303660,81517
105261,Velocity Max4768,1022287,2203058,119609,203831,51750
114121,Airborne X6208,1045780,2503457,127081,289603,56108
21744,Urban Cruiser9569,1047332,3006499,23976,291229,68459
79765,Airborne X8632,1023811,3001662,155139,321984,55812
24438,Thunderbolt5378,1025387,1909579,78947,323853,62248
108727,Airborne X8511,1046650,1607994,126072,207533,58789
128988,Downhill Racer5755,1033495,2209344,99426,292190,69633
93710,Speed Demon1840,1016073,1505082,104783,208204,61445
86795,Downhill Racer9947,1037834,2808970,121424,324399,56931
104179,Airborne X4383,1016069,1501937,88685,204544,48781
96337,Cruiser Deluxe4558,1016884,1601186,128497,273990,51085
109473,Freestyle Pro8551,1026448,2503335,22372,201853,52198
103482,Freestyle Pro7660,1043933,1802393,122042,336008,59144
61586,Freestyle Pro2621,1021657,1802518,101726,309069,56055
79542,Cruiser Deluxe2988,1041179,2701626,109089,304674,82405
64203,Thunderbolt2654,1013028,2508618,101018,254268,69902
74086,Airborne X8442,1011381,2205566,105720,285590,69008
29734,Park Master9220,1023748,2009197,156869,206006,65495
79380,Speed Demon7430,1014682,2104783,98624,292965,42032
33488,Cruiser Deluxe2649,1017426,2509870,74932,257842,57383
71530,Urban Cruiser2484,1017012,1501671,152113,275807,58952
102030,Thunderbolt1915,1013982,1603437,87671,271475,59828
86245,Downhill Racer3946,1014350,2308932,115962,288144,79759
28895,Freestyle Pro3918,1014679,1608844,107973,325564,59191
101906,Velocity Max5218,1025534,2802938,79043,287215,75120
57803,Freestyle Pro2077,1037195,2804185,117233,282702,44576
27243,Velocity Max5791,1044163,1808374,128436,202739,54411
91746,Urban Cruiser1246,1013769,2002095,56208,328662,84008
76092,Speed Demon3629,1039437,2308716,75227,307095,65027
91048,Thunderbolt1170,1019042,1509879,77734,295759,79804
127199,Rampage Pro4605,1038932,1601894,158005,352845,61320
121482,Rampage Pro4637,1024521,2105850,106216,306723,52700
14629,Speed Demon9523,1045128,1901603,102002,357586,59798
85415,Street King3553,1029390,1604860,103602,289837,66591
108290,Velocity Max4210,1012122,1906317,83394,271698,66002
76225,Cruiser Deluxe3626,1018289,1607487,84138,282874,51391
59864,Park Master8150,1036437,2108219,101846,356707,65816
55225,Classic Street1350,1041410,3004363,155741,298710,57358
68749,Park Master4254,1021588,2101404,24489,282143,53331
53074,Rampage Pro9611,1013826,1506674,77998,222481,59638
114193,Speed Demon2205,1016189,3003609,92861,297231,52771
69393,Rampage Pro4237,1043956,2501503,126794,208531,46904
56492,Velocity Max1184,1036730,2003261,151508,203860,63224
74244,Freestyle Pro9242,1042243,2007076,86443,285600,56041
121763,Classic Street5845,1019061,1608853,63747,333985,85278
66301,Airborne X1147,1029540,1605404,128282,276784,69581
65941,Park Master3988,1015478,1506968,61170,339616,54178
18030,Urban Cruiser5770,1047654,1604614,27950,308415,87275
68639,Speed Demon4784,1034995,2808834,81552,284944,68239
22086,Cruiser Deluxe3208,1014195,2701004,94287,271436,55311
55807,Park Master4437,1031245,2501566,116843,209875,88919
42861,Urban Cruiser8278,1043795,1603446,107164,276396,68485
125622,Classic Street1462,1014726,1609276,72892,357379,68468
31991,Airborne X8924,1048144,1906982,152845,299050,62852
67229,Airborne X5202,1021414,1809595,117408,206486,54989
69683,Thunderbolt8598,1034875,2103316,122239,275521,69893
102219,Thunderbolt4064,1015194,3005938,124345,223883,58860
108544,Cruiser Deluxe7480,1024368,2006754,62982,279722,66889
52500,Velocity Max8992,1018629,1607274,51810,339397,62267
102530,Street King6728,1022374,2501749,26234,297628,51438
56715,Airborne X8304,1041136,2502460,116866,335550,69403
41677,Airborne X3151,1035517,2001877,86434,302143,66377
111019,Urban Cruiser1622,1026234,2701818,153549,325763,59250
21773,Thunderbolt1652,1025380,1603258,153934,282662,58086
11988,Rampage Pro7063,1031479,1503759,121109,258400,69618
49698,Downhill Racer4842,1031429,2507437,126579,288143,44787
78325,Rampage Pro4693,1013059,2207916,155140,286680,67143
68567,Airborne X7197,1012215,1506347,61676,303258,56662
115212,Speed Demon7409,1014064,1906682,96889,257846,83211
114857,Airborne X1354,1027488,2107668,97495,355836,51576
59121,Airborne X4231,1032330,2502317,57518,302270,55743
28179,Freestyle Pro8720,1041835,1906112,113952,309076,63652
35597,Downhill Racer3989,1026546,2809975,28888,207552,58894
125807,Rampage Pro2304,1017758,1501019,101090,226466,42402
75180,Urban Cruiser5167,1037130,2704385,119374,223434,51921
101898,Airborne X1091,1043172,1802520,68767,228635,52887
77406,Freestyle Pro1223,1043582,2307308,56778,255338,67361
49072,Rampage Pro4413,1022023,2306261,107655,203352,53667
24732,Downhill Racer2298,1014626,2101416,157830,358336,52780
122598,Airborne X2798,1031841,1504997,122618,352065,86537
25929,Freestyle Pro1337,1015359,1604578,116603,205331,47749
12393,Thunderbolt6212,1016681,3005039,116009,326130,52620
72657,Park Master8285,1013609,2709145,75615,289292,61695
52514,Velocity Max1272,1048826,2806802,88033,251387,85630
72249,Downhill Racer6187,1025373,2303644,61476,353477,52182
82508,Urban Cruiser2815,1045417,2104678,64786,273417,76962
55430,Downhill Racer5096,1013248,1802569,59422,224213,51396
88219,Cruiser Deluxe9042,1029708,2502217,55020,254604,62903
23181,Park Master7616,1029133,3005754,51110,282496,58678
123026,Rampage Pro4911,1015344,1609382,123551,327069,67583
57893,Velocity Max1921,1017098,2209805,152192,307688,53226
99164,Urban Cruiser8881,1029087,2304155,73619,291706,51506
92398,Freestyle Pro4461,1013843,1807160,122562,292405,71200
76181,Street King8030,1011280,2105399,105008,221173,67018
125000,Street King9747,1025219,2105749,66126,282620,66476
112118,Airborne X2850,1049269,2304288,23536,207327,65040
73062,Cruiser Deluxe9987,1045824,2708710,26768,272313,88250
29046,Velocity Max4204,1011037,2302012,72786,278261,51571
37406,Street King4789,1024517,1501112,104399,277739,68156
115120,Freestyle Pro7239,1029038,2707222,64076,331695,57329
111577,Speed Demon3425,1015660,2807796,63326,293136,65133
73856,Thunderbolt2262,1037297,2208980,24689,278086,46674
26397,Downhill Racer2391,1035903,2208367,104088,339936,77094
72763,Downhill Racer6672,1012662,1905697,117057,351588,69410
118232,Downhill Racer4111,1012949,1507040,111365,331793,65376
45668,Street King8138,1015238,1807434,64845,256070,67996
64871,Airborne X4774,1033347,1805503,118736,326600,56297
108615,Velocity Max7066,1045560,1808663,59889,325201,55450
83089,Airborne X9702,1028962,1608311,108375,356557,54546
99995,Freestyle Pro8007,1035394,2508817,69065,303400,68686
64945,Park Master7518,1012686,2701808,67147,275036,58078
11562,Downhill Racer9222,1016113,2501706,125383,278811,55154
67906,Freestyle Pro6477,1031845,2208067,51197,328119,62240
54746,Classic Street1550,1047210,1802015,24381,335756,87811
63021,Downhill Racer8863,1031630,1808330,92214,272132,54161
21574,Street King1251,1038440,2204583,74542,255535,59635
44208,Airborne X1268,1028453,1803067,115934,253170,51922
12886,Classic Street2157,1019728,1602570,117874,278065,62104
81712,Thunderbolt7242,1041333,2008007,157269,206472,89272
101691,Freestyle Pro1449,1017015,2306474,79422,208964,58491
129153,Thunderbolt4214,1038146,2207254,21940,327997,45778
19314,Urban Cruiser4013,1026765,1903318,108551,205744,78234
118031,Freestyle Pro4587,1014965,1803758,83821,329248,61776
101831,Street King2045,1049135,1909678,128490,254666,65707
18844,Classic Street6624,1032964,2806682,129540,226918,61127
124081,Rampage Pro7422,1038625,3007177,122339,293169,69475
29164,Thunderbolt4656,1019235,1801942,57913,304609,57018
17899,Airborne X8414,1027398,3004431,74706,291690,55160
26566,Rampage Pro1328,1027239,3002113,112076,333081,57647
17851,Velocity Max1281,1037160,2009740,64202,323548,65386
85909,Freestyle Pro4513,1047787,2306574,121296,255563,56122
79831,Cruiser Deluxe5012,1026401,3004430,155367,257392,62220
68357,Airborne X9776,1028058,2201698,63981,278232,73875
122092,Thunderbolt3331,1038154,2005777,125798,283142,48217
128802,Airborne X2340,1021214,1901797,151669,254872,62849
33552,Velocity Max8086,1012250,1809013,91412,357593,54992
51614,Park Master5603,1042814,1501616,54233,329510,53060
124836,Urban Cruiser7149,1049820,2102235,28667,299443,43718
106771,Cruiser Deluxe9258,1045825,1501777,73021,202024,54180
116766,Velocity Max2696,1018843,3003360,53490,278012,56018
53348,Classic Street1031,1047346,2504832,103531,208149,74237
16518,Cruiser Deluxe8989,1046767,2204173,85473,337818,59789
58972,Airborne X3581,1031267,3008348,103636,322468,66030
83503,Velocity Max3136,1013953,2504646,121628,279269,55564
28010,Freestyle Pro9184,1045320,1607004,105243,293112,68011
77152,Freestyle Pro7304,1036877,2701966,53924,205842,52818
49966,Street King5913,1045813,2101521,101664,209617,52844
32745,Park Master3348,1031523,2801775,74488,356957,52020
115463,Freestyle Pro9942,1045747,2703833,84712,258548,67150
31689,Thunderbolt5267,1032455,3006734,158427,292234,51327
102090,Speed Demon3293,1025817,2808908,126650,355202,55296
53252,Thunderbolt9403,1011441,3006795,64732,354411,69979
117754,Classic Street3250,1028804,1801320,123912,329124,65551
34216,Velocity Max5068,1047865,2103343,112339,358950,86579
102563,Rampage Pro4030,1014899,2008558,122980,206740,77414
104729,Park Master2264,1012835,3006223,107534,307532,68590
112225,Cruiser Deluxe6492,1028715,2807861,121981,209241,67065
84799,Street King3418,1025614,3005363,57856,275357,63215
118559,Speed Demon7885,1044527,2107423,153200,273238,58364
67465,Urban Cruiser4211,1039791,1609333,51401,328995,57438
119118,Rampage Pro6315,1047661,2201539,76208,279984,56845
92416,Downhill Racer8692,1041656,2206962,114272,273966,71872
56270,Park Master4072,1019928,2208744,59449,203810,71587
118027,Airborne X7017,1043933,2308250,59396,337242,65820
15682,Rampage Pro9803,1024947,3009108,106343,206344,45127
21263,Freestyle Pro7443,1024498,1606393,113182,308478,68893
104723,Classic Street1775,1026459,2809496,83231,294315,58853
68485,Street King6418,1019051,2002113,53985,337597,61322
52323,Speed Demon9345,1025233,1509373,113287,277910,68463
123978,Speed Demon2261,1044290,2807188,124805,274004,58382
25689,Airborne X6830,1048360,3001176,76246,352052,52685
35513,Downhill Racer4172,1041398,2206979,119440,285214,49049
87660,Park Master6447,1012034,1805726,124573,272377,68983
46699,Freestyle Pro3507,1027760,2504913,75141,351818,62779
99818,Freestyle Pro3189,1036809,3007796,51212,298280,54842
88754,Rampage Pro2360,1015727,2104551,104315,309766,82114
28816,Park Master2910,1047841,2005676,75686,277425,54877
79242,Speed Demon5698,1023681,1804968,22479,277764,69632
116443,Rampage Pro4025,1043026,1803166,83145,307980,77281
79780,Urban Cruiser8148,1032654,2205497,111310,287722,69268
126789,Street King9004,1037169,2208292,107205,259208,62524
86051,Rampage Pro5979,1012138,2804958,95109,208972,81972
56127,Rampage Pro6222,1025294,2507393,104181,355007,55779
112564,Rampage Pro7679,1024271,2009673,119952,279277,51950
102040,Street King7776,1038522,1604491,82158,281262,59994
117328,Cruiser Deluxe7362,1028546,2701002,77595,338537,63821
127828,Velocity Max1286,1014305,2807586,104237,255706,61376
93839,Downhill Racer9539,1025309,2805398,117419,208466,58281
52133,Park Master2791,1012993,2806263,93691,338439,52396
27750,Urban Cruiser3889,1016161,3005428,104506,335162,61519
27932,Speed Demon5058,1031074,2702407,94319,292390,53332
24742,Airborne X7938,1024831,1904103,85189,256896,53277
111102,Velocity Max5812,1046010,2804835,23133,307506,53144
33235,Downhill Racer7935,1021374,1902824,106342,321007,84754
99942,Speed Demon8877,1039203,2501959,64485,202734,66727
66226,Downhill Racer4835,1049793,2802654,29464,207654,56457
31942,Thunderbolt5378,1011449,2005529,53223,296421,55822
45911,Urban Cruiser1119,1013234,2703673,124526,298992,73028
77792,Downhill Racer7700,1035857,2703940,57933,257760,63787
32075,Classic Street7992,1042226,1601233,75031,306249,68862
97311,Cruiser Deluxe9919,1012961,2808549,25177,356205,43444
92216,Street King2884,1013562,1504487,128338,289548,64414
86399,Park Master8095,1027448,1502437,111189,274803,63587
21757,Downhill Racer3999,1049401,1607002,118720,227176,52089
127290,Velocity Max5259,1024573,2809775,68345,304152,59886
43753,Urban Cruiser9524,1046231,1906637,105978,281620,64061
83490,Cruiser Deluxe6057,1021733,1601999,125515,202988,54712
124551,Speed Demon5902,1028162,1804958,72777,279223,56598
29789,Downhill Racer9693,1035082,2303072,91157,253674,54729
75927,Velocity Max5556,1025323,1507157,61155,274306,53207
81407,Cruiser Deluxe6902,1019987,3008918,118517,305096,85245
41383,Street King9046,1036189,1809388,79912,204199,68537
113859,Rampage Pro2708,1024592,1509233,125322,255958,54936
29117,Freestyle Pro9282,1016299,1904382,54447,331035,59502
44883,Thunderbolt5168,1045668,1803240,71388,292695,63267
123710,Cruiser Deluxe3414,1027387,1507883,55068,323498,57668
104661,Urban Cruiser2859,1043351,1602211,72961,338108,51300
128371,Velocity Max5006,1011636,1602063,111062,359759,52578
106414,Downhill Racer7385,1015202,2807037,114169,297188,64252
34322,Street King3624,1038478,2008996,127608,226832,64575
92256,Cruiser Deluxe2878,1018210,1506642,154633,253517,84177
14881,Street King9593,1027242,2005651,83399,282043,69647
118550,Airborne X8242,1039540,2707693,78290,332898,61791
49110,Classic Street3288,1027598,1503426,27026,281941,83334
94339,Thunderbolt2828,1024715,2803095,124320,332434,65019
109555,Classic Street6286,1023615,2104409,25147,223441,57707
62967,Cruiser Deluxe8597,1017070,2502117,52169,257239,66643
78423,Airborne X8354,1027531,1809578,66317,324394,68935
26245,Classic Street4450,1044569,2108004,126828,251924,56768
125079,Freestyle Pro5995,1029991,1607823,93078,335465,64386
16678,Thunderbolt6898,1047245,1906177,108042,307581,56822
115410,Rampage Pro6596,1025426,2007842,127376,278824,53730
126859,Freestyle Pro5826,1034509,2801770,111745,227601,65401
116648,Velocity Max8600,1023997,2807007,83226,321717,68651
17570,Downhill Racer9709,1015090,1606831,112946,272419,74642
21176,Urban Cruiser2903,1049762,1808298,122894,205755,66465
51757,Thunderbolt6537,1016828,2101552,125711,253507,65319
89388,Park Master9973,1036317,1903433,125013,332118,65230
126050,Speed Demon6695,1028255,2703238,104489,202465,68117
63597,Thunderbolt5020,1022775,1606407,29325,278041,57508
21202,Park Master5112,1036057,2504242,126270,205644,58700
83420,Airborne X3739,1013889,2709468,159226,287584,67021
72588,Urban Cruiser8546,1037735,2701964,52337,251641,62387
39639,Downhill Racer9628,1046301,3005059,83760,201490,68765
55646,Airborne X8169,1022558,1605082,73750,354256,58247
25415,Street King3683,1034475,2509008,127737,291541,59905
128217,Cruiser Deluxe5491,1021958,2008148,86986,297920,67139
64269,Park Master2932,1016293,2201040,54352,206145,64099
76778,Street King6483,1014533,2707465,104485,223358,63458
128927,Urban Cruiser1408,1024713,1506609,114185,296509,63349
111307,Park Master5993,1048349,2309856,77919,329690,68961
109481,Cruiser Deluxe4436,1016856,2501954,54640,221326,54152
86185,Airborne X9152,1035314,2004519,77688,277922,52371
87775,Velocity Max5992,1041021,2707529,25901,251668,61425
113542,Classic Street1821,1044314,3007873,23165,225643,55376
42398,Airborne X4548,1033371,2303820,71992,278446,62893
15269,Speed Demon4460,1024769,2005405,85177,309741,43600
64951,Urban Cruiser5789,1031053,1507708,56132,253836,66582
54378,Urban Cruiser9711,1042476,2308971,129140,354163,43822
34844,Velocity Max4486,1015808,1901712,27755,252066,63576
37351,Classic Street7111,1038389,1604660,66327,326813,55046
114978,Street King4102,1036671,3008625,108389,258312,59060
114271,Cruiser Deluxe7218,1012205,1801115,86953,209558,55435
12085,Freestyle Pro1196,1025881,2105469,25557,298889,48915
105250,Urban Cruiser9193,1026507,1809150,125254,205600,61497
66714,Urban Cruiser1308,1014249,1506192,94556,205599,54375
28495,Airborne X6302,1012360,1803613,121789,322272,58964
32813,Freestyle Pro1992,1017461,2003739,123369,273392,65182
107967,Speed Demon6408,1023370,2103763,22337,285993,73143
43711,Velocity Max9787,1044139,2703010,83640,333305,77956
92304,Airborne X7890,1019083,3004692,77063,206469,74765
82551,Rampage Pro9579,1045039,1606900,61976,279520,74590
103934,Thunderbolt9018,1043593,2307472,94537,221607,62133
33816,Thunderbolt8701,1042416,2102361,104398,331339,88100
72061,Urban Cruiser3027,1013892,2202323,24577,293947,66754
109463,Rampage Pro7574,1035449,2202952,104284,276452,53868
104153,Urban Cruiser1482,1024624,2809264,26261,226546,67244
12871,Downhill Racer4065,1045608,2309314,22924,332657,62043
127293,Classic Street6847,1042738,2304572,81258,257827,55535
123520,Classic Street3798,1047066,1506258,109326,271299,47099
84273,Downhill Racer4265,1015290,1504072,52219,332719,66467
129895,Cruiser Deluxe4372,1022205,1605693,119918,258558,65661
54639,Velocity Max2643,1019643,2806785,55287,331013,48036
31533,Downhill Racer4240,1032669,2104416,88081,335975,85387
14789,Downhill Racer9460,1017923,1901674,128506,275823,59198
53371,Airborne X4251,1043395,2101772,102688,359235,71993
95710,Urban Cruiser3408,1012794,1901739,54161,301332,52800
88110,Airborne X5796,1044086,2708212,117362,207612,58895
42205,Street King9126,1033667,2505384,103358,272746,58981
36647,Freestyle Pro4845,1045238,2807018,26830,359316,58534
82762,Cruiser Deluxe7429,1039397,2803645,114103,333048,59340
79432,Velocity Max9724,1041554,1505337,121468,301179,74485
11019,Thunderbolt9288,1039517,2505423,102115,271415,59358
85148,Park Master3399,1012912,2804927,108014,277944,84478
53535,Cruiser Deluxe9181,1049147,2806201,106543,272782,55218
86404,Airborne X1851,1037536,2508174,55829,208639,65692
114122,Speed Demon5774,1016324,3006647,129570,329727,45298
96448,Thunderbolt7018,1024206,1602585,156006,302158,59664
71839,Park Master3790,1043302,1803566,79144,297475,71460
94631,Downhill Racer5973,1028736,2806424,104477,274806,78329
67110,Freestyle Pro6209,1011285,2007823,62166,297242,65938
54756,Park Master5312,1048802,1502414,28440,286120,55486
65812,Park Master1000,1021382,2203677,52578,288790,49530
98379,Classic Street3844,1023402,2204014,107410,305097,57307
101015,Park Master6031,1029963,1508792,75956,292568,68551
72952,Velocity Max7273,1024199,1906455,97532,286705,67682
81427,Velocity Max6860,1023111,1908376,54013,259621,69406
97141,Velocity Max6782,1025493,1509045,71935,276981,47287
13817,Velocity Max2025,1046257,2206698,99806,308982,55852
115724,Urban Cruiser1170,1028791,1603742,75158,272094,85787
42498,Park Master1487,1039929,2809281,111529,257933,62874
57714,Airborne X7540,1022618,1602147,94885,253296,49675
45943,Velocity Max4240,1049138,2002874,59619,358969,52533
58156,Street King8084,1035128,2106437,119280,223214,83718
45767,Cruiser Deluxe8103,1047401,2008075,105454,352328,51590
34239,Speed Demon9318,1018645,2109637,59640,321041,62331
121755,Velocity Max8456,1026772,2202639,126745,276345,72949
77644,Thunderbolt9045,1018498,2301049,129385,274366,66688
58451,Rampage Pro4405,1018384,2103629,59780,204131,51695
63241,Downhill Racer7326,1013099,2507570,88860,223718,41381
48172,Street King8791,1024008,2703884,77287,275922,62019
49755,Cruiser Deluxe7522,1019580,3003389,107697,301658,52511
55332,Park Master2313,1035575,1606581,101161,208268,73077
54264,Rampage Pro6487,1021926,1501712,58988,208107,55264
45039,Speed Demon1628,1032320,2305937,126401,287824,67811
76476,Thunderbolt4348,1013209,2001819,109276,274229,63080
98758,Classic Street8754,1024284,1902372,116381,292321,51551
35061,Cruiser Deluxe8942,1019776,2101554,102754,332820,69077
48788,Velocity Max6658,1027582,1809110,68388,221459,87015
114187,Airborne X6398,1022140,2007279,79153,209572,85063
65907,Cruiser Deluxe5630,1046686,1908317,124831,279574,44209
18465,Classic Street7491,1037289,2308642,87740,206772,45194
51721,Cruiser Deluxe2867,1016270,3004909,106674,227983,62419
97247,Cruiser Deluxe8209,1021513,2802551,98243,299512,58062
26349,Downhill Racer3878,1031233,2509069,56027,284033,68353
63412,Park Master7824,1032868,1509534,109357,226002,52774
101257,Thunderbolt4510,1022218,1505765,107828,308222,47256
87939,Cruiser Deluxe3780,1014724,2503883,22919,308350,64396
88134,Urban Cruiser8204,1028068,2004720,21605,326622,52672
78739,Velocity Max9615,1047650,1901304,125719,207674,65699
28292,Thunderbolt2474,1014309,2208843,105975,257236,73768
38101,Downhill Racer6299,1026091,2305171,103694,253972,73714
83540,Thunderbolt2189,1015250,2705614,26637,203798,86267
41518,Freestyle Pro5281,1042033,2806923,53226,286415,65785
12634,Urban Cruiser3029,1041507,2002642,117073,256139,86014
129497,Airborne X1314,1049044,1803164,127690,287763,61142
21387,Park Master2848,1032839,2107158,53725,251214,68989
117344,Classic Street1529,1036347,1509688,92705,202460,65769
39805,Airborne X4408,1033997,3008874,115491,324131,44971
52986,Velocity Max3581,1042753,1902242,59257,204073,61436
92418,Airborne X8153,1042258,2807182,123136,353816,76976
33401,Classic Street9971,1034539,1908718,77430,275063,54771
61424,Freestyle Pro9706,1022147,2506002,51795,321959,62327
92358,Freestyle Pro5806,1017010,2504387,77574,324798,55164
104000,Park Master2431,1037328,2101012,68907,203817,45527
87242,Freestyle Pro1164,1035598,2209528,78622,207991,44463
84278,Cruiser Deluxe3216,1033402,1806487,104404,206883,65611
95268,Freestyle Pro5197,1022302,2107037,127304,352609,59624
94801,Downhill Racer7743,1015079,2704890,118683,292691,54464
46194,Freestyle Pro6117,1049120,1803475,86769,336776,53445
25190,Street King3367,1018983,2103853,58668,332321,71287
27235,Velocity Max9227,1021863,2204357,54285,352422,65702
82036,Classic Street8564,1024520,2802725,59200,206198,89294
109636,Classic Street1454,1017860,2002804,154122,331540,58428
11809,Speed Demon6897,1044836,2801155,55367,275902,83698
59501,Downhill Racer5112,1041608,2008593,65842,272667,61297
123346,Rampage Pro3831,1018084,2001508,29245,205094,59526
32220,Park Master3399,1035193,3003153,106000,351222,89744
52873,Classic Street3073,1047889,2704970,93253,276425,55550
23555,Cruiser Deluxe8691,1047953,2203959,155749,201755,64184
106171,Downhill Racer9698,1049088,2103348,98168,205124,43096
34494,Thunderbolt5454,1014074,2008085,28474,259722,66589
44985,Airborne X4472,1021191,1505357,107703,296499,43495
18873,Velocity Max6347,1042952,2107097,25846,207796,65469
124273,Park Master5402,1034816,2107243,66697,254325,88874
86358,Downhill Racer9253,1047478,1504296,122893,253007,89980
63034,Street King3939,1015143,1503918,71057,292840,77209
13618,Classic Street4908,1011477,2807619,82052,251006,65714
115167,Classic Street3786,1037536,2706864,107966,327078,65552
21754,Airborne X7100,1026305,2307889,156566,279073,76083
16467,Downhill Racer3403,1044003,1601285,119425,294118,64767
38668,Classic Street6026,1018825,2106825,158363,281489,67459
17335,Rampage Pro1484,1049926,1604760,82069,334466,73682
99699,Thunderbolt9174,1041477,2102763,123773,358732,57486
95455,Park Master1737,1025006,2807089,26637,332007,53070
84868,Cruiser Deluxe8357,1042717,2201126,153286,284619,69898
111385,Thunderbolt7904,1049912,2706434,56801,274048,62821
121046,Classic Street8579,1016815,2503150,105929,222927,51588
129079,Thunderbolt5524,1041555,2301840,117052,334498,79815
127973,Velocity Max5079,1011658,1601468,64172,273067,53683
67994,Rampage Pro9086,1019827,2706942,127622,257301,83635
47028,Street King3206,1034969,2508719,53294,272584,65653
36436,Cruiser Deluxe9421,1045267,3001659,98637,281816,74377
56018,Velocity Max8904,1024644,2304292,29131,278753,57243
79473,Velocity Max7292,1025925,2701620,121052,282468,75304
31027,Downhill Racer2211,1029377,1809908,78930,337021,51539
81602,Airborne X3376,1029299,2308009,128199,351125,64453
54338,Urban Cruiser4099,1033671,1805611,74310,288613,52599
63470,Urban Cruiser3965,1033687,1607509,103099,203477,59382
94986,Cruiser Deluxe6466,1015628,2203356,25325,276674,67074
107371,Street King6341,1043566,2703259,102188,301947,52148
45849,Velocity Max5476,1032008,3006465,126206,356746,66634
45698,Thunderbolt9059,1046173,3001713,107489,279775,53202
99634,Cruiser Deluxe8144,1018255,2509430,65235,322501,52912
109656,Urban Cruiser5669,1036641,2509706,52551,293507,64280
95971,Airborne X8137,1022718,2202992,121856,276141,44195
112454,Freestyle Pro1081,1019842,2701476,153373,278328,56013
35845,Park Master5421,1039254,2304501,116886,204007,53988
114171,Park Master3865,1016092,2006719,55933,301206,59373
26375,Urban Cruiser5949,1048868,1804302,28452,298341,56412
22302,Urban Cruiser7034,1033900,1806218,122611,353603,62506
45740,Park Master5792,1022404,1501636,101591,272852,73984
75210,Speed Demon5277,1016040,2107812,51236,301981,53001
106063,Freestyle Pro3923,1035095,2708361,53762,274467,63550
78389,Urban Cruiser1827,1033809,1804452,56970,221501,57706
52253,Cruiser Deluxe6973,1031617,2005647,102060,279439,62562
52635,Airborne X6804,1029479,2007988,98806,208109,56813
55680,Thunderbolt9017,1039505,2509972,109175,205389,58105
96437,Park Master2295,1033791,2804720,68243,229876,86681
48642,Classic Street4446,1039781,3005488,128788,331147,67215
17972,Speed Demon3085,1045043,2204172,52079,292775,59057
105795,Thunderbolt9660,1027612,1603557,87106,332424,42060
106253,Street King5915,1028237,1907521,99318,327423,51309
13730,Thunderbolt6283,1046894,2005984,84659,203998,59502
43464,Urban Cruiser5869,1047080,2504715,66018,306828,67143
103251,Freestyle Pro8359,1022013,2809436,118679,206915,55232
22567,Freestyle Pro4103,1026972,3009196,94822,281671,62496
129047,Classic Street5813,1048024,2806389,127653,208447,68791
49036,Street King4220,1042022,2306681,78356,208466,79009
75963,Speed Demon8235,1036989,3005662,105767,276792,71921
55707,Street King7241,1012836,2709960,93541,228311,65522
122763,Downhill Racer3997,1013502,3002625,125964,273811,54276
126072,Velocity Max9643,1019088,1507454,152546,351251,68774
118796,Classic Street8816,1027111,2208492,59916,278647,43715
127843,Airborne X8256,1016112,1607881,117280,255754,87873
64211,Thunderbolt8282,1045337,1901310,126666,277513,86534
125273,Park Master8008,1027705,1803401,25303,288061,63390
58895,Park Master8134,1041521,2106426,113521,359824,51147
76363,Downhill Racer8800,1016051,2003631,129298,324569,66472
101387,Rampage Pro7546,1041134,2501604,105315,326031,75517
19657,Airborne X6169,1022056,2703355,82573,302234,67408
125207,Cruiser Deluxe4854,1011976,2501356,66883,306364,62887
127017,Cruiser Deluxe5449,1031915,2208753,109388,227943,88026
85710,Airborne X4118,1031177,2801368,55931,297765,53233
33630,Velocity Max1422,1014882,3003960,24823,302254,55738
82447,Velocity Max3667,1019397,1809749,151662,276800,67821
32729,Thunderbolt1845,1016723,1502749,93219,201921,68460
93272,Cruiser Deluxe2086,1046203,3001626,105329,278541,65937
68946,Park Master3950,1043612,1609515,158805,305330,55657
73506,Cruiser Deluxe7874,1013774,2301903,151012,272082,77872
51825,Speed Demon9233,1024245,2509813,66855,309248,86168
121018,Rampage Pro8617,1013493,1906897,51518,359616,48917
126405,Rampage Pro9399,1027735,1805597,125462,321921,59900
83782,Freestyle Pro6016,1035570,2803179,102044,202307,49477
73760,Downhill Racer1060,1035945,2205278,121418,354173,56983
101114,Street King4594,1046228,1601124,89600,308292,56857
33422,Cruiser Deluxe6790,1019674,2308499,95449,202192,53989
28977,Classic Street4737,1042652,1609625,62082,206634,61502
25547,Cruiser Deluxe1266,1018765,1501823,79215,201346,86315
15180,Rampage Pro6652,1016561,2301610,98176,296010,52081
